Data,Produto,Vendedor,Quantidade,Valor
2024-10-23,Headset,João,2,3857
2024-02-14,Mouse,André,10,2051
2025-05-10,Headset,Patrícia,9,4749
2024-02-12,Mouse,Carlos,3,759
2026-01-17,Notebook,André,10,3025
2024-12-29,Headset,Felipe,4,1137
2026-11-30,Teclado,Eduardo,8,2326
2024-02-27,Mouse,Eduardo,10,270
2024-09-13,Notebook,Lucas,6,377
2024-07-03,Headset,Thiago,3,1163
2024-02-17,Teclado,Marcelo,3,350
2024-04-27,Headset,Felipe,2,2407
2024-12-20,Monitor,Diego,5,4247
2025-04-21,Teclado,João,4,3025
2025-03-10,Teclado,Pedro,8,2593
2026-07-08,Notebook,Thiago,4,3015
2025-04-16,Monitor,Gabriel,3,4157
2025-06-28,Headset,Fernanda,5,435
2026-03-01,Teclado,Lucas,7,761
2025-07-16,Notebook,Vinícius,3,1670
2026-07-24,Teclado,Gabriel,7,3462
2025-08-29,Mouse,Diego,9,4491
2026-09-15,Monitor,Mariana,9,3134
2024-06-21,Headset,Bruno,4,3025
2025-06-18,Headset,Beatriz,7,3060
2025-09-30,Mouse,Patrícia,5,4253
2026-03-27,Teclado,Felipe,7,898
2026-04-26,Headset,Mariana,2,4542
2024-05-17,Monitor,Gabriel,5,2421
2024-05-03,Teclado,Beatriz,2,1731
2025-11-08,Headset,Vanessa,10,3507
2025-06-20,Teclado,Diego,10,2706
2026-03-05,Teclado,Marcelo,5,3742
2024-10-11,Monitor,Vinícius,5,1525
2025-01-06,Monitor,Aline,9,280
2026-01-06,Headset,Felipe,2,186
2025-10-23,Headset,Pedro,3,2150
2025-03-14,Monitor,Priscila,6,4045
2025-07-07,Mouse,Beatriz,4,2871
2024-05-05,Teclado,Carlos,4,3110
2026-09-25,Teclado,Renata,7,4238
2026-05-03,Notebook,Diego,2,2644
2025-04-01,Monitor,Ana,1,728
2026-06-24,Notebook,Rafael,3,3060
2026-04-06,Headset,Gabriel,3,1671
2026-12-15,Teclado,Vinícius,5,430
2025-08-01,Notebook,Mariana,9,2972
2024-01-06,Mouse,Marcelo,10,4159
2025-07-21,Mouse,Thiago,3,992
2025-10-06,Mouse,Patrícia,3,1844
2024-04-16,Notebook,Fernanda,10,4415
2025-06-28,Notebook,Priscila,9,3181
2024-02-01,Headset,Felipe,2,1660
2025-03-28,Notebook,Pedro,7,4909
2025-02-03,Headset,Fernanda,7,4853
2026-01-23,Headset,Lucas,9,4179
2026-04-05,Notebook,Vinícius,9,765
2026-04-27,Notebook,Bruno,5,3397
2025-02-04,Monitor,Marcelo,6,4614
2026-04-03,Mouse,Beatriz,2,4362
2026-09-14,Headset,Maria,10,1313
2024-04-19,Mouse,Beatriz,6,4974
2025-06-28,Notebook,Vinícius,6,2224
2026-03-15,Monitor,André,4,684
2024-04-03,Notebook,Lucas,4,412
2025-05-31,Notebook,Pedro,7,1535
2025-09-06,Mouse,Marcelo,4,866
2025-04-29,Monitor,Gabriel,9,2163
2024-10-20,Mouse,João,4,3953
2025-07-21,Mouse,Priscila,8,3539
2024-03-05,Teclado,Vinícius,3,1588
2026-06-10,Monitor,Maria,5,2076
2026-07-10,Monitor,Vinícius,6,1801
2024-11-15,Headset,Marcelo,7,735
2025-02-19,Monitor,Vanessa,7,1480
2026-05-06,Teclado,Lucas,8,1944
2024-11-01,Teclado,Larissa,2,2011
2024-02-11,Headset,Patrícia,2,788
2025-09-17,Monitor,Larissa,8,2040
2024-01-11,Notebook,Beatriz,5,555
2026-10-25,Headset,Amanda,9,4733
2026-08-06,Monitor,Juliana,10,929
2024-04-04,Notebook,Priscila,6,2322
2024-07-27,Headset,Beatriz,2,2090
2025-09-14,Mouse,Fernanda,3,3078
2025-01-22,Notebook,Fernanda,6,1803
2025-01-29,Teclado,Felipe,2,4933
2025-06-11,Mouse,Bruno,6,83
2026-09-11,Monitor,Mariana,3,1384
2024-02-14,Mouse,Renata,4,1244
2025-04-04,Monitor,Fernanda,5,2459
2026-02-07,Monitor,Eduardo,5,1904
2025-01-09,Headset,Tatiane,4,4332
2026-12-06,Mouse,Bruno,7,547
2025-01-21,Teclado,Rodrigo,6,3217
2025-03-09,Monitor,Aline,6,3228
2025-05-24,Notebook,Marcelo,8,1454
2024-02-24,Notebook,Thiago,8,1068
2026-02-21,Notebook,Amanda,8,1857
2025-06-10,Mouse,Tatiane,2,4393
2026-10-10,Monitor,Ana,9,4157
2026-10-16,Headset,Priscila,4,414
2026-08-30,Notebook,Diego,5,4215
2025-02-26,Notebook,Vanessa,6,3771
2024-05-12,Monitor,Mariana,7,2892
2026-08-07,Headset,Vinícius,5,1637
2024-12-18,Notebook,Camila,8,439
2026-12-16,Headset,Gabriel,8,1945
2026-09-20,Mouse,Patrícia,8,3936
2026-04-13,Headset,Fernanda,2,3436
2026-10-26,Mouse,Vanessa,4,3541
2025-10-04,Teclado,Gabriel,9,378
2024-10-02,Notebook,Eduardo,10,1488
2025-04-03,Mouse,Lucas,1,1001
2024-07-02,Monitor,Carlos,3,943
2024-05-04,Teclado,Maria,7,3511
2024-04-29,Notebook,Vanessa,10,2408
2026-12-02,Notebook,Gabriel,5,2881
2024-08-25,Teclado,Rafael,10,4750
2025-08-29,Monitor,Renata,1,2149
2025-11-21,Mouse,Rafael,3,2485
2025-03-25,Mouse,Juliana,3,3972
2025-12-12,Teclado,Vinícius,6,1323
2024-01-11,Teclado,Camila,10,419
2026-07-10,Mouse,Mariana,7,1625
2026-09-14,Teclado,João,4,1177
2026-03-12,Mouse,Patrícia,1,1210
2026-05-13,Teclado,Pedro,3,2774
2024-01-06,Monitor,Lucas,1,2630
2026-01-07,Teclado,André,2,1056
2026-04-26,Headset,Ana,3,2975
2024-10-10,Notebook,Tatiane,9,4841
2026-02-07,Headset,Gabriel,6,4485
2025-01-28,Mouse,Tatiane,2,1162
2026-12-17,Monitor,Vanessa,2,4685
2024-04-13,Mouse,Gabriel,1,472
2025-09-04,Teclado,Carlos,4,434
2024-11-04,Monitor,Vanessa,1,3700
2025-05-15,Monitor,Felipe,4,2138
2026-12-06,Mouse,Renata,10,4938
2024-02-01,Monitor,Ana,6,4853
2026-08-22,Headset,João,4,2169
2025-11-29,Monitor,Lucas,7,4295
2025-06-22,Headset,Thiago,10,105
2025-03-01,Mouse,Pedro,2,2205
2026-08-13,Notebook,Carlos,10,1103
2025-04-24,Teclado,Tatiane,2,4457
2025-08-06,Monitor,Larissa,8,4150
2025-04-06,Monitor,Camila,9,1338
2026-11-30,Mouse,Felipe,8,4966
2026-06-06,Headset,Fernanda,10,1723
2026-11-30,Headset,Gabriel,9,4669
2024-08-06,Mouse,Larissa,1,1252
2026-06-21,Mouse,Patrícia,5,3376
2025-09-15,Monitor,Fernanda,10,4518
2026-06-18,Teclado,Rodrigo,8,3564
2026-11-27,Teclado,André,1,4516
2024-06-24,Headset,André,7,557
2026-12-28,Mouse,Tatiane,3,2176
2024-07-16,Mouse,Renata,2,236
2024-07-23,Headset,Bruno,2,378
2026-03-26,Notebook,Aline,10,1170
2025-04-28,Monitor,Mariana,3,3285
2026-05-02,Headset,Juliana,9,2776
2024-03-23,Monitor,Ana,4,1064
2024-02-06,Teclado,Eduardo,4,2707
2024-06-13,Notebook,Juliana,8,2931
2025-12-17,Monitor,Vanessa,9,2781
2024-06-28,Headset,Ana,10,478
2026-09-28,Headset,Renata,6,1227
2026-08-22,Monitor,Rodrigo,10,360
2024-04-09,Mouse,Amanda,2,2891
2024-02-26,Notebook,Lucas,3,318
2025-12-15,Monitor,Felipe,8,3358
2025-10-24,Monitor,Ana,1,2863
2026-11-07,Notebook,Marcelo,6,2588
2026-09-17,Mouse,Amanda,7,3516
2024-03-02,Monitor,Pedro,1,3545
2026-05-07,Mouse,Mariana,5,1389
2026-01-24,Teclado,Bruno,6,705
2026-02-09,Headset,Renata,10,1939
2026-10-09,Teclado,Vinícius,4,3176
2025-08-12,Headset,Marcelo,6,3189
2025-12-12,Notebook,Renata,8,2125
2025-09-19,Headset,Tatiane,4,2611
2026-05-21,Mouse,Maria,6,4282
2024-09-10,Headset,Rodrigo,10,1966
2025-03-14,Mouse,Renata,8,1094
2025-09-17,Mouse,Tatiane,10,2873
2024-08-29,Teclado,Tatiane,7,3162
2026-02-02,Monitor,Diego,6,3206
2025-12-12,Notebook,Maria,4,2797
2025-03-08,Notebook,Pedro,10,1058
2026-08-08,Notebook,Aline,10,4413
2026-02-24,Headset,Maria,3,4357
2026-08-29,Mouse,Juliana,1,4707
2025-03-01,Monitor,Maria,5,3920
2025-12-28,Teclado,Lucas,4,675
2025-02-10,Teclado,Thiago,10,827
2025-07-03,Teclado,André,8,231
2025-09-03,Notebook,Ana,8,236
2025-03-28,Notebook,Maria,8,3593
2025-10-21,Mouse,Pedro,8,731
2026-10-26,Notebook,Felipe,8,4681
2026-08-11,Notebook,Gabriel,4,1424
2024-01-27,Headset,Larissa,9,3343
2025-12-10,Mouse,Felipe,4,365
2025-03-03,Monitor,Amanda,8,1838
2024-03-31,Notebook,Aline,2,4130
2026-10-01,Mouse,Priscila,10,3327
2024-03-07,Mouse,João,4,4924
2026-02-16,Monitor,Ana,1,1858
2024-02-26,Mouse,Ana,3,2122
2024-11-25,Teclado,Tatiane,3,3157
2025-02-11,Notebook,Vanessa,6,3884
2024-01-12,Headset,Diego,6,2898
2024-06-29,Headset,Renata,1,2034
2024-10-08,Mouse,Carlos,6,4686
2026-11-10,Mouse,João,8,1830
2025-05-16,Notebook,Tatiane,5,786
2026-03-15,Monitor,Diego,9,4437
2024-02-28,Notebook,André,2,1773
2024-09-26,Teclado,Renata,5,1547
2026-05-02,Mouse,Fernanda,2,2201
2025-03-21,Monitor,Patrícia,7,4290
2024-01-24,Mouse,Mariana,4,2343
2024-02-10,Headset,Eduardo,10,4798
2026-03-21,Headset,Gabriel,8,1534
2026-06-18,Teclado,Priscila,5,3190
2025-08-11,Monitor,Amanda,2,390
2026-04-05,Headset,Patrícia,2,4758
2025-10-20,Mouse,Renata,5,3051
2026-09-10,Monitor,Diego,2,3928
2024-03-28,Headset,Pedro,1,4489
2024-05-19,Mouse,Lucas,9,1591
2025-07-14,Teclado,Carlos,7,3090
2024-05-09,Teclado,Tatiane,1,4829
2026-03-07,Mouse,Marcelo,3,4817
2024-09-20,Notebook,Fernanda,10,880
2024-12-16,Notebook,Camila,3,1481
2025-11-03,Teclado,Juliana,8,2981
2026-12-24,Notebook,Diego,9,4696
2024-11-11,Mouse,Vinícius,1,62
2024-12-30,Notebook,Rafael,4,4596
2026-05-22,Notebook,Thiago,1,2107
2024-10-10,Monitor,Renata,7,226
2025-02-20,Mouse,Aline,6,264
2025-04-16,Mouse,Maria,1,1973
2024-10-07,Mouse,Bruno,3,2896
2024-11-04,Mouse,Carlos,10,1440
2025-12-13,Monitor,Vinícius,7,3902
2025-06-09,Mouse,Camila,5,951
2026-04-15,Monitor,Diego,8,2919
2024-07-31,Mouse,Diego,8,4042
2024-12-12,Monitor,Rodrigo,8,2251
2025-03-11,Monitor,Marcelo,9,2480
2026-07-12,Headset,Carlos,1,1375
2024-06-18,Mouse,Pedro,9,1561
2025-03-27,Notebook,Larissa,7,4537
2024-11-04,Teclado,Fernanda,9,4779
2026-09-07,Headset,Amanda,3,4600
2024-07-28,Teclado,Fernanda,2,2901
2026-08-20,Teclado,Bruno,8,2441
2026-07-26,Notebook,Fernanda,5,4798
2025-01-29,Mouse,Aline,2,3829
2024-12-06,Monitor,Thiago,8,3672
2026-11-01,Mouse,Mariana,8,3956
2025-02-14,Mouse,Rodrigo,5,3568
2026-12-07,Headset,Ana,7,2097
2025-11-23,Headset,João,10,4437
2025-01-03,Headset,Larissa,10,56
2024-01-13,Headset,Camila,2,678
2025-08-15,Headset,Rodrigo,6,3503
2026-05-29,Headset,Juliana,2,3053
2025-05-18,Teclado,Pedro,5,2665
2026-05-09,Monitor,Camila,2,909
2024-10-09,Mouse,Lucas,5,4053
2024-12-15,Teclado,Tatiane,10,2709
2026-06-08,Mouse,Ana,5,4228
2025-12-26,Headset,Vinícius,6,4035
2026-05-05,Teclado,Camila,10,1906
2024-09-05,Notebook,Patrícia,9,3720
2025-03-12,Teclado,Thiago,2,2917
2025-08-24,Mouse,Camila,2,3451
2026-05-14,Teclado,Rafael,5,4657
2025-06-20,Monitor,Eduardo,4,2420
2026-06-21,Headset,Juliana,7,302
2025-05-11,Mouse,André,5,4879
2024-06-16,Monitor,Patrícia,5,763
2026-04-16,Teclado,Bruno,8,1406
2026-07-03,Mouse,Vanessa,8,659
2025-10-02,Monitor,Thiago,4,4844
2025-08-23,Mouse,Tatiane,10,3011
2025-01-30,Teclado,Thiago,7,1785
2026-05-27,Notebook,Tatiane,4,1900
2024-04-12,Monitor,Beatriz,8,951
2024-06-25,Teclado,Vanessa,2,1985
2025-05-07,Monitor,Thiago,6,3370
2026-04-23,Headset,Carlos,2,485
2025-08-07,Monitor,Juliana,7,4809
2026-04-25,Mouse,Eduardo,4,2223
2024-05-12,Headset,Diego,6,4168
2026-11-27,Teclado,Carlos,9,3682
2026-02-01,Mouse,André,3,2849
2024-07-09,Headset,Felipe,7,4933
2026-01-14,Notebook,Priscila,3,187
2025-05-09,Teclado,Eduardo,6,1543
2024-07-03,Monitor,Camila,6,3074
2024-10-30,Headset,Ana,1,110
2025-11-01,Monitor,Patrícia,6,3863
2026-09-07,Monitor,João,6,180
2024-01-29,Headset,Maria,5,888
2026-11-05,Monitor,Carlos,6,166
2024-09-14,Monitor,Carlos,9,4993
2026-12-28,Notebook,Larissa,9,2476
2024-04-17,Teclado,André,2,4103
2024-02-17,Headset,Carlos,1,543
2024-07-20,Headset,André,8,53
2024-01-26,Monitor,Maria,8,1285
2025-08-10,Headset,Pedro,10,4206
2025-11-21,Monitor,Lucas,5,3422
2026-09-04,Notebook,Carlos,9,2628
2025-04-14,Notebook,Beatriz,2,435
2025-09-20,Monitor,Larissa,3,214
2024-08-15,Headset,Vanessa,10,1375
2025-09-12,Headset,Rafael,10,4647
2025-04-08,Headset,João,9,3830
2026-03-19,Notebook,Aline,2,1862
2026-12-17,Mouse,Renata,10,195
2025-04-07,Mouse,Priscila,10,3262
2025-02-25,Mouse,Renata,9,1966
2024-07-27,Notebook,Vanessa,5,3735
2026-04-10,Headset,Diego,6,264
2025-08-21,Notebook,Bruno,4,2730
2026-03-24,Notebook,Diego,5,1248
2026-02-17,Notebook,Beatriz,8,2844
2024-06-13,Headset,Diego,3,1882
2025-06-03,Mouse,André,9,4453
2026-06-05,Headset,Lucas,8,519
2025-05-27,Mouse,Mariana,5,4411
2026-08-17,Teclado,Fernanda,5,2656
2025-09-13,Mouse,Vanessa,8,2278
2025-10-15,Monitor,Mariana,4,2637
2026-12-21,Mouse,Priscila,5,4961
2026-07-22,Monitor,Carlos,7,3989
2026-09-21,Headset,Pedro,6,3560
2026-04-13,Teclado,Pedro,2,4475
2024-04-18,Headset,Amanda,4,2104
2026-04-22,Headset,Lucas,5,1318
2024-11-05,Notebook,Vinícius,6,3311
2026-11-18,Mouse,Patrícia,4,2863
2025-06-25,Notebook,Beatriz,8,2915
2025-10-05,Mouse,Rafael,3,1845
2026-02-15,Mouse,Carlos,2,185
2025-06-06,Headset,Fernanda,9,1883
2025-07-27,Notebook,Maria,3,651
2026-05-11,Monitor,Amanda,7,2576
2025-09-18,Mouse,Carlos,4,2845
2026-08-10,Headset,Beatriz,4,733
2024-10-03,Notebook,Camila,8,4993
2024-09-24,Headset,Diego,10,4897
2026-09-06,Teclado,Carlos,5,1434
2025-12-04,Headset,Carlos,1,3164
2024-04-04,Teclado,Mariana,3,2781
2025-05-28,Mouse,Eduardo,10,2525
2024-02-05,Mouse,Maria,3,2136
2025-03-10,Monitor,João,7,3448
2026-07-29,Notebook,Aline,6,923
2026-01-08,Monitor,Rafael,2,281
2024-01-30,Headset,Patrícia,6,2472
2026-12-23,Mouse,Tatiane,10,2035
2024-04-20,Mouse,Juliana,7,825
2026-08-06,Teclado,Pedro,8,2464
2025-11-17,Headset,Maria,5,3838
2024-06-15,Notebook,Priscila,9,1565
2026-03-11,Notebook,Rodrigo,2,4038
2026-09-16,Notebook,Marcelo,1,460
2026-09-01,Monitor,Camila,9,779
2025-05-01,Notebook,Ana,6,2249
2025-10-05,Notebook,Renata,2,1943
2025-12-14,Notebook,Juliana,4,3331
2025-07-19,Mouse,Thiago,6,728
2024-08-06,Headset,Vanessa,3,2649
2026-03-19,Mouse,Lucas,3,1118
2026-08-20,Mouse,Eduardo,1,4014
2024-07-11,Notebook,Bruno,6,3133
2025-09-24,Notebook,Diego,10,4593
2026-12-20,Headset,Beatriz,5,2919
2026-01-28,Teclado,Diego,8,89
2025-11-25,Notebook,Amanda,4,633
2026-03-17,Teclado,Larissa,10,2648
2024-11-09,Mouse,Tatiane,9,4276
2024-07-17,Monitor,Larissa,5,3741
2026-02-23,Headset,Vinícius,5,3997
2025-05-22,Monitor,Fernanda,9,3601
2024-02-11,Notebook,Felipe,8,2589
2026-06-12,Monitor,Vinícius,7,822
2025-07-06,Notebook,João,10,1709
2025-04-26,Notebook,Renata,1,2350
2026-01-03,Teclado,Fernanda,6,550
2025-05-18,Monitor,Lucas,3,3290
2025-09-07,Teclado,Thiago,1,2639
2024-04-01,Monitor,Larissa,5,261
2024-09-25,Teclado,Larissa,1,2808
2026-12-10,Teclado,André,4,2148
2024-01-20,Notebook,Marcelo,3,586
2026-02-15,Notebook,Tatiane,9,3416
2024-04-07,Mouse,Thiago,8,2609
2024-07-30,Teclado,Juliana,5,3019
2026-05-10,Mouse,Amanda,2,909
2026-04-02,Notebook,Ana,2,197
2024-04-11,Headset,Tatiane,10,2260
2024-05-25,Monitor,Aline,10,430
2024-09-17,Mouse,Fernanda,1,3552
2026-12-30,Monitor,Diego,6,4172
2026-09-15,Notebook,Patrícia,2,1074
2025-08-09,Monitor,Amanda,4,4440
2024-01-20,Teclado,Priscila,5,2507
2024-09-17,Teclado,Renata,6,1425
2024-02-02,Monitor,Vanessa,2,2206
2024-01-14,Headset,Maria,1,3854
2025-03-21,Mouse,Camila,9,4445
2026-10-27,Mouse,Beatriz,1,4707
2025-06-01,Teclado,Marcelo,10,2836
2025-03-19,Teclado,Beatriz,10,2469
2025-02-17,Headset,Pedro,3,3249
2024-10-02,Teclado,Felipe,7,3199
2025-09-14,Headset,Marcelo,8,2136
2025-03-09,Notebook,Rodrigo,4,4613
2026-09-12,Notebook,João,9,4376
2026-10-28,Mouse,Carlos,2,3363
2025-05-24,Monitor,Mariana,4,820
2024-08-25,Notebook,Fernanda,5,528
2025-09-15,Headset,Marcelo,10,2376
2024-09-19,Monitor,André,5,4826
2025-08-07,Headset,Diego,9,2328
2026-06-27,Monitor,Aline,3,3549
2024-06-16,Teclado,Aline,8,3438
2024-03-26,Monitor,Patrícia,6,3366
2026-09-05,Notebook,Carlos,1,2920
2024-12-24,Headset,Vanessa,6,3749
2024-06-11,Teclado,Fernanda,4,2233
2025-03-21,Teclado,Ana,6,498
2025-09-27,Teclado,Mariana,6,635
2026-09-21,Notebook,Vanessa,7,2724
2025-05-05,Mouse,Beatriz,3,1971
2024-08-17,Mouse,Ana,5,4694
2024-06-19,Teclado,Diego,1,2343
2025-01-26,Teclado,Fernanda,6,2694
2025-03-09,Mouse,Beatriz,6,2978
2024-07-06,Notebook,Thiago,10,1305
2025-07-04,Notebook,Bruno,3,2273
2025-04-26,Monitor,Fernanda,7,4816
2026-07-20,Monitor,Fernanda,6,812
2024-01-26,Notebook,Pedro,8,1035
2025-05-29,Headset,Vinícius,10,925
2024-08-16,Headset,Aline,3,2425
2025-01-16,Teclado,Lucas,8,2847
2025-06-12,Notebook,Carlos,2,3238
2026-05-19,Mouse,Larissa,3,4603
2025-06-12,Teclado,Carlos,2,1378
2026-07-30,Mouse,Felipe,9,1024
2024-02-27,Headset,Renata,7,1249
2025-03-05,Notebook,Fernanda,9,1433
2024-07-07,Monitor,Bruno,4,4000
2026-07-20,Notebook,Tatiane,2,815
2026-11-28,Monitor,Camila,10,1664
2024-10-03,Monitor,Mariana,8,3404
2026-04-28,Headset,Carlos,3,3451
2025-08-09,Teclado,Carlos,3,550
2026-07-29,Notebook,Aline,4,3501
2026-03-05,Teclado,Aline,5,906
2025-08-17,Notebook,Aline,6,4187
2025-12-19,Notebook,Gabriel,1,1254
2026-08-13,Notebook,Rafael,7,685
2024-09-29,Mouse,Priscila,9,4944
2024-10-16,Mouse,Patrícia,10,2303
2024-08-02,Teclado,Vinícius,5,3430
2024-10-28,Monitor,Beatriz,5,1414
2026-08-18,Headset,Diego,8,3571
2026-12-03,Mouse,Fernanda,5,2913
2025-07-27,Headset,Priscila,9,4293
2026-05-10,Teclado,Marcelo,1,1161
2026-04-28,Mouse,Renata,10,4852
2024-05-08,Mouse,Patrícia,7,494
2025-11-23,Headset,Renata,1,2937
2026-12-09,Notebook,Camila,9,3385
2025-02-22,Mouse,Lucas,2,2003
2025-09-09,Monitor,Camila,3,579
2026-03-09,Monitor,Tatiane,10,3214
2025-05-18,Teclado,Rafael,10,4307
2025-12-18,Notebook,Amanda,9,1829
2025-08-12,Headset,Tatiane,3,1717
2026-08-16,Teclado,Eduardo,2,2353
2025-12-05,Mouse,Camila,10,412
2025-11-12,Monitor,Vanessa,4,974
2026-06-19,Mouse,Amanda,9,895
2025-08-06,Mouse,Rafael,6,4155
2025-05-20,Mouse,Felipe,3,2867
2026-12-18,Headset,Rafael,2,4908
2024-06-02,Notebook,Gabriel,6,265
2024-12-20,Notebook,Rafael,2,3715
2025-05-10,Teclado,Bruno,2,4479
2025-01-28,Notebook,Beatriz,1,1236
2024-04-13,Mouse,Thiago,6,2062
2026-09-14,Headset,Marcelo,6,1452
2024-06-19,Teclado,Larissa,2,4568
2024-02-24,Mouse,Lucas,7,304
2025-04-06,Monitor,Rafael,10,3128
2024-03-25,Notebook,Beatriz,3,501
2025-07-28,Notebook,Vinícius,7,3814
2024-07-03,Notebook,Carlos,2,468
2026-01-28,Teclado,Patrícia,6,525
2026-07-01,Teclado,Felipe,4,4576
2024-02-10,Notebook,Tatiane,10,1440
2026-11-05,Notebook,Tatiane,4,1701
2026-01-05,Teclado,Aline,9,4985
2025-01-11,Notebook,João,1,4002
2024-11-18,Monitor,Patrícia,3,2138
2024-12-21,Headset,Mariana,5,4534
2026-02-25,Headset,Priscila,10,4474
2024-08-09,Teclado,Rodrigo,6,2458
2024-06-30,Headset,Vanessa,10,1299
2026-06-15,Notebook,Thiago,10,4854
2026-04-18,Mouse,Tatiane,3,4012
2026-05-10,Mouse,Patrícia,5,619
2025-10-17,Notebook,Pedro,6,3344
2024-08-22,Headset,Vinícius,1,2834
2025-12-06,Headset,Amanda,9,2704
2024-06-14,Teclado,Bruno,9,4498
2025-03-28,Headset,Ana,9,2333
2026-01-16,Teclado,Diego,6,4423
2025-09-22,Headset,Priscila,9,4359
2026-08-18,Headset,Lucas,8,3602
2025-02-03,Notebook,Aline,4,4520
2026-05-05,Teclado,André,9,4049
2024-04-13,Teclado,Tatiane,3,3272
2026-04-25,Teclado,Beatriz,4,2859
2026-12-15,Teclado,Rodrigo,3,1850
2026-11-19,Headset,Diego,10,3439
2025-09-27,Teclado,Ana,2,2223
2025-12-05,Monitor,Fernanda,10,1802
2024-09-15,Teclado,Rafael,3,1381
2025-02-15,Headset,Camila,9,1675
2025-04-20,Headset,Vinícius,1,4653
2024-04-05,Headset,João,10,3925
2025-05-01,Teclado,Felipe,9,3371
2025-08-22,Headset,Mariana,1,3029
2025-03-11,Mouse,Renata,2,3507
2025-08-30,Teclado,Vinícius,7,390
2026-07-16,Monitor,Ana,5,2717
2026-10-04,Teclado,Priscila,6,1693
2026-02-14,Notebook,Priscila,4,4571
2024-01-10,Teclado,Maria,10,2591
2024-02-02,Teclado,João,2,4197
2024-05-16,Notebook,Felipe,5,877
2024-07-15,Monitor,Carlos,7,3962
2025-02-07,Teclado,Mariana,6,3148
2026-12-10,Headset,Thiago,2,367
2026-10-29,Teclado,Vinícius,1,715
2025-01-15,Mouse,Patrícia,1,1198
2024-02-21,Headset,Diego,8,4973
2026-04-06,Teclado,Beatriz,8,3860
2026-09-08,Headset,Beatriz,9,1424
2024-05-27,Monitor,Fernanda,10,4347
2025-04-18,Mouse,Maria,4,533
2026-10-15,Headset,Ana,6,481
2025-09-04,Teclado,Larissa,2,3249
2025-04-16,Headset,Tatiane,1,180
2024-01-19,Notebook,Rodrigo,3,2719
2024-02-06,Headset,Fernanda,4,1534
2026-11-02,Headset,João,1,176
2024-02-06,Mouse,Marcelo,9,4146
2026-08-15,Headset,Camila,3,1362
2026-07-26,Teclado,Lucas,8,4819
2026-11-14,Headset,Tatiane,7,2420
2025-04-07,Notebook,Fernanda,4,3402
2025-05-27,Teclado,Eduardo,10,2335
2024-10-30,Notebook,Renata,1,2175
2024-06-23,Teclado,Priscila,10,449
2026-10-21,Notebook,Larissa,8,1564
2025-02-07,Monitor,André,10,389
2026-01-22,Teclado,Maria,3,435
2025-09-01,Mouse,André,4,4184
2024-05-17,Headset,Patrícia,10,3793
2024-01-01,Mouse,Thiago,3,1227
2026-03-02,Teclado,Amanda,4,3544
2024-03-22,Headset,Tatiane,6,4410
2026-02-15,Teclado,Tatiane,8,3000
2025-10-19,Monitor,Ana,2,4068
2024-12-15,Notebook,Rodrigo,3,273
2024-11-27,Mouse,Camila,6,2200
2025-11-26,Headset,Vinícius,2,4095
2024-05-29,Mouse,Pedro,10,4291
2026-04-25,Monitor,Vanessa,7,2316
2026-11-28,Notebook,Thiago,5,4852
2024-03-11,Monitor,Diego,3,229
2025-02-28,Monitor,Eduardo,1,1515
2026-01-20,Notebook,Bruno,5,235
2024-10-18,Notebook,Beatriz,1,694
2024-06-01,Mouse,Rodrigo,7,3383
2025-08-08,Teclado,Beatriz,1,965
2026-12-31,Notebook,Thiago,10,484
2026-05-19,Mouse,Priscila,4,1026
2024-12-15,Notebook,Marcelo,6,654
2025-10-29,Teclado,Vinícius,7,2104
2025-12-10,Monitor,Bruno,9,196
2024-05-23,Monitor,Aline,3,4218
2025-06-05,Notebook,Ana,6,3714
2025-08-12,Notebook,Rafael,1,3058
2026-03-13,Headset,Camila,7,1812
2024-08-05,Headset,Eduardo,8,94
2026-08-27,Notebook,André,6,3869
2026-06-21,Notebook,Thiago,3,3085
2024-08-13,Monitor,Carlos,2,3176
2024-11-15,Notebook,Tatiane,9,3336
2026-07-04,Teclado,Camila,6,3372
2026-06-23,Mouse,Larissa,3,3898
2025-11-04,Headset,Felipe,3,4304
2024-01-20,Teclado,Ana,8,3731
2026-05-07,Mouse,Maria,6,3916
2026-06-02,Monitor,Rafael,4,1003
2024-08-03,Teclado,Pedro,7,759
2026-08-14,Teclado,Tatiane,1,3525
2024-07-09,Notebook,Camila,4,1010
2026-10-13,Teclado,André,8,191
2026-02-26,Teclado,Vinícius,3,3808
2026-03-22,Notebook,Vinícius,3,2149
2026-05-13,Mouse,Carlos,10,4011
2025-12-26,Mouse,Renata,4,2465
2026-04-27,Monitor,Rafael,3,461
2025-07-30,Mouse,Vinícius,2,3306
2026-04-13,Teclado,Rafael,3,3444
2024-01-08,Monitor,João,1,4192
2024-02-24,Mouse,Renata,7,638
2024-06-25,Teclado,Amanda,7,2279
2025-02-09,Headset,Priscila,4,3601
2026-11-28,Mouse,Ana,7,4623
2025-11-22,Mouse,Tatiane,6,3982
2024-09-20,Teclado,Thiago,3,4069
2024-01-02,Teclado,Eduardo,6,4664
2025-07-09,Teclado,Ana,3,3923
2024-07-25,Mouse,Vanessa,4,1851
2025-03-18,Monitor,Carlos,2,2104
2026-02-10,Notebook,Larissa,5,2637
2025-01-22,Monitor,Thiago,9,3948
2026-12-30,Monitor,Marcelo,9,4482
